Player,Position_Cleaned,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,TB,Sw,PasCrs,PasLive,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,CrdY,CrdR,2CrdY,Fls,Fld,Off,OG,AerWon,AerLost,AerWon%,Rec,RecProg,Recov,PKwon,PKcon,TouDef3rd_norm,TouMid3rd_norm,TouAtt3rd_norm,TouDefPen_norm,TouAttPen_norm,grid_x,grid_y
Baptiste Santamaria,MF,27.0,1995,10,9,776,8.6,1,1.05,0.58,55.6,0.11,0.2,22.4,0.0,0.0,0.0,61.9,71.5,86.5,1214.0,324.9,23.0,26.2,88.0,27.0,30.6,88.2,9.65,11.6,83.0,0.0,1.16,8.14,0.35,0.0,8.6,0.0,0.81,0.23,69.9,3.14,3.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,1.51,0.47,2.09,0.23,1.4,2.33,60.0,0.93,0.93,0.35,0.58,0.81,3.6,0.93,0.0,80.9,1.28,12.1,56.9,12.6,1.28,0.81,0.47,57.1,0.35,42.9,61.7,299.0,135.2,0.12,2.21,0.0,1.98,0.81,0.23,0.0,0.0,1.28,0.81,0.12,0.0,2.91,1.51,65.8,56.5,1.63,8.84,0.0,0.0,0.1495673671199011,0.703337453646477,0.15574783683559948,0.015822002472187884,0.015822002472187884,121,0
Pablo Sarabia,FW,30.0,1992,3,2,194,2.2,0,2.27,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,24.5,33.2,74.0,352.7,77.3,15.5,18.6,82.9,6.36,7.73,82.4,1.82,4.55,40.0,0.0,0.45,1.36,0.45,0.0,3.18,0.0,0.0,2.73,30.0,2.73,0.91,0.91,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.45,0.0,0.0,0.91,0.45,1.82,25.0,1.36,0.45,0.0,0.45,0.0,0.91,0.0,0.0,42.3,0.0,8.18,17.3,18.2,2.27,2.27,0.45,20.0,1.82,80.0,25.9,104.1,42.7,0.45,1.82,0.0,0.45,0.91,0.0,0.0,0.0,0.91,0.91,0.45,0.0,0.45,2.73,14.3,29.1,5.0,6.36,0.0,0.0,0.1933806146572104,0.40898345153664306,0.4302600472813239,0.0,0.053664302600472814,35,0
Pablo Sarabia,MF,30.0,1992,14,3,370,4.1,0,1.46,0.49,33.3,0.0,0.0,10.4,0.0,0.0,0.0,35.9,45.6,78.6,516.6,148.5,19.8,22.9,86.2,12.0,13.7,87.5,1.46,3.9,37.5,0.0,2.44,3.41,1.71,0.0,4.39,1.22,0.24,3.9,41.7,4.63,2.93,1.46,0.0,0.0,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.22,0.98,0.49,0.49,0.24,0.24,1.71,14.3,1.46,0.73,0.0,0.73,0.49,1.71,0.0,0.0,54.9,0.24,9.76,22.2,22.9,3.66,1.22,0.24,20.0,0.73,60.0,44.1,232.4,99.0,2.2,1.95,0.0,2.68,1.71,0.24,0.0,0.0,0.98,1.22,0.49,0.0,0.0,0.49,0.0,43.4,9.02,3.9,0.0,0.0,0.17777777777777778,0.40437158469945356,0.41712204007285975,0.004371584699453552,0.06666666666666667,51,0
Muhammed Saracevic Cham,MF,22.0,2000,23,14,1228,13.6,4,2.13,0.74,34.5,0.1,0.3,20.1,0.15,0.07,0.07,36.1,46.0,78.4,589.0,157.3,17.5,20.4,85.6,12.6,15.1,83.9,3.6,6.25,57.6,0.15,1.47,3.09,1.47,0.07,4.63,0.74,0.07,3.31,40.8,3.09,2.13,0.59,0.0,0.29,0.07,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.69,0.74,0.81,0.22,0.66,0.66,1.84,36.0,1.18,0.74,0.0,0.74,0.37,2.06,0.37,0.0,57.1,0.74,6.99,27.6,23.3,2.65,2.43,1.1,45.5,1.03,42.4,43.7,255.9,114.2,2.87,2.65,0.44,1.84,2.94,0.15,0.0,0.0,1.03,1.84,0.0,0.0,0.22,0.22,50.0,42.1,5.29,4.49,0.0,0.07,0.1224168126094571,0.4833625218914186,0.4080560420315236,0.01295971978984238,0.046409807355516634,58,0
Jeremy Sarmiento,MF,20.0,2002,7,1,165,1.8,0,2.78,1.11,40.0,0.0,0.0,20.5,0.0,0.0,0.0,25.6,32.8,78.0,337.8,79.4,15.0,17.8,84.4,7.78,9.44,82.4,0.56,1.11,50.0,0.56,1.11,2.22,1.67,0.56,4.44,0.0,0.0,1.67,32.8,4.44,2.22,0.0,0.56,1.11,0.56,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,2.78,1.67,2.22,0.56,0.0,1.11,2.22,50.0,1.11,0.0,0.0,0.0,0.56,3.33,0.0,0.0,47.8,0.0,6.67,19.4,21.7,5.56,5.56,3.33,60.0,1.67,30.0,33.3,173.3,56.7,2.78,1.67,0.56,2.22,3.89,0.56,0.0,0.0,2.22,2.22,0.0,0.0,0.0,2.22,0.0,38.3,10.0,1.67,0.0,0.0,0.1395397489539749,0.40585774058577406,0.45397489539748953,0.0,0.11631799163179916,33,0
Amin Sarr,MF,21.0,2001,2,0,50,0.6,0,1.67,1.67,100.0,0.0,0.0,5.5,0.0,0.0,0.0,8.33,15.0,55.6,135.0,30.0,6.67,10.0,66.7,0.0,3.33,0.0,1.67,1.67,100.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,0.0,0.0,1.67,0.0,26.7,0.0,1.67,10.0,15.0,6.67,3.33,1.67,50.0,1.67,50.0,13.3,81.7,18.3,1.67,1.67,1.67,1.67,1.67,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.33,6.67,33.3,15.0,1.67,1.67,0.0,0.0,0.06254681647940075,0.37453183520599254,0.5617977528089888,0.0,0.24981273408239701,13,0
Malang Sarr,DF,24.0,1999,9,4,356,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,61.0,87.7,1052.0,344.3,18.3,20.0,91.3,27.5,29.8,92.4,7.0,8.5,82.4,0.0,0.0,4.5,0.25,0.0,5.5,0.0,0.25,0.0,59.8,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.75,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.5,2.25,3.0,4.75,0.25,71.3,7.75,27.0,42.8,1.75,0.0,0.75,0.25,33.3,0.5,66.7,54.8,293.0,178.5,0.0,1.0,0.25,0.75,0.0,0.5,0.0,0.0,1.5,0.5,0.0,0.0,2.0,1.5,57.1,48.0,0.25,6.5,0.0,0.0,0.37868162692847124,0.6002805049088359,0.024544179523141654,0.10869565217391305,0.0,105,0
Martin Satriano,FW,21.0,2001,20,16,1239,13.8,1,2.1,0.58,27.6,0.03,0.13,16.5,0.0,0.0,0.0,14.1,20.5,68.6,190.3,36.4,7.83,10.1,77.1,4.42,6.45,68.5,0.58,1.23,47.1,0.07,0.72,0.94,0.51,0.07,1.3,0.07,0.07,0.94,19.9,1.67,1.23,0.0,0.07,0.14,0.22,0.0,0.22,0.14,0.0,0.0,0.07,0.0,0.0,0.72,0.43,0.22,0.43,0.07,0.29,0.51,57.1,0.22,0.36,0.0,0.36,0.14,0.87,0.94,0.0,32.0,0.8,3.33,14.3,15.0,3.84,2.46,0.65,26.5,1.67,67.6,17.9,99.2,39.3,1.59,1.38,0.58,2.75,2.25,0.22,0.0,0.0,1.01,1.52,0.29,0.0,2.32,2.46,48.5,24.5,6.38,2.9,0.0,0.0,0.1040625,0.446875,0.46875,0.025,0.12,19,0
Joe Scally,DF,20.0,2002,18,17,1514,16.8,0,0.3,0.06,20.0,0.0,0.0,13.1,0.0,0.0,0.0,36.3,46.1,78.8,571.4,166.1,19.0,21.7,87.9,14.4,17.0,84.6,2.26,4.46,50.7,0.0,0.42,1.19,0.65,0.36,2.08,0.0,0.06,1.49,36.3,1.37,0.95,0.12,0.06,0.06,0.18,0.0,0.18,0.12,0.06,0.0,0.0,0.0,0.0,1.25,0.83,0.95,0.3,0.0,0.95,1.25,76.2,0.3,0.71,0.3,0.42,0.3,1.55,2.44,0.0,54.5,3.04,17.9,24.8,11.8,0.89,1.07,0.42,38.9,0.54,50.0,26.5,116.8,52.0,0.83,0.83,0.0,0.89,0.6,0.06,0.0,0.0,0.42,2.32,0.06,0.0,0.65,0.36,64.7,30.7,2.8,3.63,0.0,0.0,0.328440366972477,0.45504587155963305,0.21651376146788992,0.05577981651376147,0.0163302752293578,57,0
Giorgio Scalvini,DF,19.0,2003,18,15,1231,13.7,2,0.73,0.29,40.0,0.2,0.5,12.0,0.0,0.0,0.0,44.9,56.5,79.5,744.2,328.4,23.1,26.1,88.3,16.9,19.5,86.5,3.94,8.18,48.2,0.0,0.22,5.11,0.66,0.15,6.2,0.07,1.17,0.44,55.0,1.31,1.17,0.0,0.15,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,2.48,1.39,1.31,0.73,0.44,1.46,2.19,66.7,0.73,1.46,0.51,0.95,1.9,4.38,2.19,0.07,67.0,4.67,24.7,33.4,9.64,0.95,1.09,0.51,46.7,0.44,40.0,36.0,142.9,79.8,0.88,0.8,0.22,0.51,0.29,0.36,0.0,0.0,2.55,0.29,0.22,0.0,1.53,1.02,60.0,43.0,1.02,7.15,0.0,0.0,0.3686567164179104,0.49850746268656715,0.1438805970149254,0.06970149253731343,0.01417910447761194,74,0
Gianluca Scamacca,FW,24.0,1999,16,11,926,10.3,3,2.91,0.97,33.3,0.1,0.3,18.7,0.1,0.0,0.0,11.5,17.2,66.7,195.5,36.7,6.12,8.25,74.1,3.01,5.05,59.6,1.65,2.04,81.0,0.0,1.26,1.36,0.49,0.1,1.65,0.0,0.78,0.1,16.8,2.33,1.94,0.0,0.1,0.19,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.97,0.49,0.1,0.29,0.58,0.19,0.19,100.0,0.0,0.29,0.0,0.29,0.39,1.36,0.49,0.0,26.5,0.49,1.26,13.1,12.4,3.69,1.36,0.58,42.9,0.58,42.9,13.9,64.1,27.4,1.26,0.68,0.29,2.23,1.75,0.29,0.0,0.0,1.55,0.97,0.58,0.0,1.65,2.04,44.7,19.7,4.66,2.23,0.0,0.0,0.047547169811320754,0.49433962264150944,0.4679245283018868,0.01849056603773585,0.13924528301886793,19,0
Gustavo Scarpa,AM,29.0,1994,4,2,160,1.8,0,3.33,0.56,16.7,0.0,0.0,25.6,0.0,0.0,0.0,25.0,36.1,69.2,537.8,207.8,8.33,10.0,83.3,12.2,14.4,84.6,3.89,6.11,63.6,0.0,0.56,5.0,0.0,0.0,5.56,0.56,1.11,1.67,33.3,5.0,1.67,0.56,0.56,0.56,1.11,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.56,1.11,0.56,0.56,1.11,2.22,50.0,1.11,1.67,0.0,1.67,0.0,2.22,1.67,0.0,49.4,1.11,10.6,26.1,13.3,0.56,1.11,0.56,50.0,0.56,50.0,30.6,242.2,160.6,4.44,2.22,0.0,0.0,0.0,0.56,0.0,0.0,1.67,3.89,0.0,0.0,0.56,1.11,33.3,32.8,2.22,5.56,0.0,0.0,0.2145748987854251,0.52834008097166,0.2692307692307693,0.022469635627530366,0.011336032388663968,53,0
Kevin Schade,MF,21.0,2001,3,0,27,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,30.0,55.6,193.3,0.0,6.67,6.67,100.0,6.67,13.3,50.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,3.33,3.33,0.0,60.0,0.0,6.67,26.7,26.7,6.67,6.67,0.0,0.0,6.67,100.0,20.0,440.0,53.3,3.33,0.0,3.33,0.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,6.67,3.33,66.7,33.3,3.33,0.0,0.0,0.0,0.11116666666666666,0.445,0.445,0.0,0.11116666666666666,19,0
Kevin Schade,MF,21.0,2001,8,1,182,2.0,1,2.0,0.5,25.0,0.25,1.0,15.0,0.0,0.0,0.0,13.0,27.5,47.3,163.0,42.0,7.0,12.5,56.0,4.0,6.5,61.5,0.0,0.5,0.0,0.0,0.0,2.5,0.5,0.0,1.5,0.0,0.0,1.5,27.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,1.0,0.5,1.5,2.5,60.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,50.0,1.5,6.0,18.5,26.0,6.5,6.0,1.5,25.0,4.0,66.7,24.0,159.5,64.5,3.5,1.5,2.5,4.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,8.5,6.0,58.6,34.0,10.0,3.5,0.0,0.0,0.12,0.37,0.52,0.03,0.13,16,0
Derry Scherhant,FW,20.0,2002,5,1,145,1.6,0,1.88,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,10.0,14.4,69.6,118.1,22.5,5.0,6.88,72.7,3.75,5.63,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,1.25,13.8,1.25,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.25,1.25,0.63,0.0,1.25,1.25,100.0,0.0,0.63,0.0,0.63,0.0,1.88,1.25,0.0,30.6,0.63,5.63,12.5,14.4,3.13,5.63,1.88,33.3,3.75,66.7,19.4,85.0,25.6,1.25,0.0,1.88,3.75,3.13,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.25,0.0,20.6,6.25,3.75,0.0,0.0,0.18398692810457515,0.4084967320261438,0.47058823529411764,0.020588235294117647,0.1022875816993464,11,0
Patrik Schick,FW,27.0,1996,11,10,858,9.5,2,2.95,1.26,42.9,0.07,0.17,13.7,0.11,0.0,0.0,16.6,23.9,69.6,201.9,42.7,10.7,14.8,72.3,4.21,6.21,67.8,0.32,0.53,60.0,0.0,0.95,0.32,0.74,0.11,1.16,0.0,0.0,0.42,21.9,2.53,2.0,0.0,0.11,0.11,0.32,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.21,0.11,0.11,0.53,0.0,33.4,0.74,2.11,15.7,16.0,4.32,1.26,0.63,50.0,0.53,41.7,18.6,67.5,23.8,0.84,0.95,0.32,2.95,1.26,0.0,0.0,0.0,0.32,1.47,0.0,0.0,2.74,3.79,41.9,27.9,6.21,1.89,0.0,0.0,0.06317365269461078,0.47005988023952094,0.47904191616766467,0.02215568862275449,0.12934131736526946,20,0
Xaver Schlager,MF,25.0,1997,16,14,1264,14.0,1,0.29,0.07,25.0,0.25,1.0,23.0,0.0,0.0,0.0,45.8,54.6,83.8,805.4,240.9,21.7,23.9,90.7,19.4,22.3,87.2,4.5,6.36,70.8,0.0,0.43,4.71,0.43,0.07,4.0,0.14,0.21,0.14,53.5,1.57,1.36,0.0,0.0,0.0,0.14,0.07,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.29,1.29,0.79,1.36,0.14,1.07,2.36,45.5,1.29,1.21,0.14,1.07,1.0,3.29,1.5,0.0,64.1,2.36,16.8,40.2,8.21,0.14,1.21,0.64,52.9,0.36,29.4,39.7,195.8,104.5,1.14,0.86,0.07,1.29,0.86,0.14,0.0,0.0,1.36,1.29,0.07,0.0,0.79,1.21,39.3,43.7,0.64,7.5,0.0,0.0,0.2620904836193448,0.6271450858034322,0.12808112324492982,0.036817472698907956,0.0021840873634945404,80,0
Keven Schlotterbeck,DF,25.0,1997,2,0,14,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,100.0,435.0,85.0,15.0,15.0,100.0,15.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,10.0,10.0,0.0,55.0,10.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.18181818181818182,0.0,43,0
Keven Schlotterbeck,DF,25.0,1997,4,3,287,3.2,1,0.94,0.31,33.3,0.33,1.0,10.9,0.0,0.0,0.0,26.6,36.6,72.6,608.4,212.2,6.25,9.06,69.0,15.3,19.1,80.3,5.0,7.81,64.0,0.0,0.0,2.5,0.0,0.0,1.88,0.0,0.0,0.0,35.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.25,1.56,0.31,0.0,1.25,1.25,100.0,0.0,1.56,0.94,0.63,0.94,2.81,6.25,0.0,50.9,9.38,24.1,23.4,3.44,1.88,0.0,0.0,0.0,0.0,0.0,20.9,84.4,47.5,0.0,0.0,0.0,0.31,0.63,0.31,0.0,0.0,1.25,1.25,0.0,0.0,1.88,3.13,37.5,24.4,0.31,5.94,0.0,0.31,0.4734774066797643,0.45972495088408644,0.06758349705304519,0.18428290766208252,0.03693516699410609,60,0
Nico Schlotterbeck,DF,23.0,1999,20,20,1734,19.3,3,0.67,0.21,30.8,0.23,0.75,18.7,0.0,0.0,0.0,64.6,75.6,85.5,1297.3,453.7,23.1,25.1,92.0,32.1,34.8,92.3,8.81,13.8,63.9,0.21,0.57,5.75,0.47,0.0,6.63,0.1,2.02,0.52,73.1,1.24,1.09,0.0,0.0,0.05,0.0,0.1,0.31,0.21,0.0,0.0,0.0,0.0,0.1,2.38,1.4,1.45,0.88,0.05,1.4,2.02,69.2,0.62,1.4,0.73,0.67,1.14,3.52,2.95,0.05,86.2,8.45,38.5,44.1,4.35,0.98,0.57,0.36,63.6,0.1,18.2,54.0,263.8,162.0,1.5,1.5,0.05,0.62,0.31,0.16,0.0,0.0,0.62,0.52,0.05,0.0,2.49,1.5,62.3,59.2,0.36,7.67,0.0,0.0,0.44663573085846864,0.511600928074246,0.05046403712296983,0.09802784222737818,0.011368909512761021,129,0
Jeffrey Schlupp,MF,30.0,1992,22,19,1630,18.1,1,0.88,0.33,37.5,0.06,0.17,18.5,0.0,0.0,0.0,27.3,35.7,76.4,439.6,114.1,13.1,16.1,81.8,10.9,13.0,83.5,2.27,4.2,53.9,0.0,0.33,2.27,0.33,0.0,3.48,0.06,0.06,0.5,33.6,1.44,1.22,0.0,0.06,0.11,0.06,0.0,0.17,0.11,0.0,0.0,0.0,0.06,0.0,2.32,1.66,1.1,1.05,0.17,0.94,1.77,53.1,0.83,1.55,0.33,1.22,1.1,3.43,1.33,0.0,45.9,2.65,11.6,25.4,9.83,1.38,1.77,0.77,43.8,0.72,40.6,23.7,106.3,45.4,1.1,0.83,0.33,0.99,0.94,0.28,0.0,0.0,1.99,1.16,0.0,0.0,0.77,1.27,37.8,26.9,1.99,5.64,0.0,0.0,0.25272331154684097,0.5533769063180828,0.214161220043573,0.05773420479302832,0.03006535947712418,43,0
Romano Schmid,MF,23.0,2000,15,10,943,10.5,0,0.86,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,33.1,44.7,74.2,499.4,176.4,18.7,23.4,79.7,10.3,12.5,82.4,2.67,4.57,58.3,0.19,1.24,3.71,1.33,0.19,4.76,0.38,0.19,1.14,43.9,2.86,2.38,0.0,0.29,0.1,0.1,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,1.71,1.24,0.38,0.95,0.38,0.67,1.43,46.7,0.76,1.71,0.29,1.43,0.57,2.29,0.86,0.0,57.1,1.24,8.67,29.6,19.6,1.43,2.76,0.86,31.0,1.62,58.6,31.9,156.7,81.7,1.9,1.71,0.57,2.67,1.33,0.1,0.0,0.0,0.86,1.24,0.1,0.0,0.76,1.52,33.3,39.0,4.0,5.9,0.0,0.0,0.15183887915936953,0.5183887915936953,0.34325744308231176,0.021716287215411557,0.025043782837127843,49,0
Niklas Schmidt,MF,24.0,1998,12,4,502,5.6,1,1.61,0.54,33.3,0.11,0.33,20.1,0.36,0.0,0.0,36.8,48.9,75.2,719.5,214.8,16.1,19.3,83.3,12.9,16.6,77.4,7.14,9.82,72.7,0.0,0.89,4.82,1.79,0.36,5.0,0.0,1.25,1.79,48.2,4.46,3.39,0.0,0.36,0.36,0.36,0.0,0.54,0.18,0.0,0.0,0.18,0.18,0.0,2.86,0.89,1.43,1.43,0.0,1.07,2.86,37.5,1.79,1.07,0.0,1.07,0.18,3.04,0.54,0.0,59.3,1.43,9.82,36.8,13.8,1.43,3.04,2.14,70.6,0.71,23.5,38.9,191.8,81.3,1.25,1.25,0.0,1.61,1.43,0.18,0.0,0.0,1.61,1.43,0.0,0.0,1.07,1.43,42.9,41.3,4.64,8.39,0.0,0.0,0.16559865092748738,0.6205733558178752,0.23271500843170323,0.024114671163575043,0.024114671163575043,71,0
Jerdy Schouten,MF,26.0,1997,17,13,1158,12.9,0,0.31,0.08,25.0,0.0,0.0,20.7,0.0,0.0,0.0,37.4,45.3,82.7,607.4,184.9,18.8,21.4,87.7,14.8,17.8,83.4,2.95,3.95,74.5,0.08,0.54,3.8,0.31,0.0,4.81,0.16,0.39,0.08,45.0,1.78,1.63,0.0,0.0,0.08,0.0,0.08,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.09,1.16,0.93,1.01,0.16,0.62,1.24,50.0,0.62,2.02,0.93,1.09,1.71,3.8,2.09,0.08,57.2,3.64,16.4,35.5,6.05,0.39,1.55,0.62,40.0,0.62,40.0,29.9,120.4,53.4,0.39,0.47,0.0,1.86,0.78,0.16,0.0,0.0,1.09,1.16,0.08,0.08,0.85,0.93,47.8,34.7,0.93,8.14,0.0,0.0,0.28671328671328666,0.6206293706293706,0.10576923076923075,0.06363636363636363,0.006818181818181818,60,0
Perr Schuurs,DF,23.0,1999,16,15,1200,13.3,0,0.53,0.08,14.3,0.0,0.0,16.3,0.08,0.0,0.0,36.8,42.8,85.9,734.7,221.1,10.7,12.0,89.3,22.0,23.8,92.4,3.68,5.49,67.1,0.15,0.3,1.2,0.0,0.0,2.03,0.0,0.0,0.08,41.6,0.6,0.45,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.03,1.05,1.05,0.75,0.23,0.6,0.9,66.7,0.3,0.83,0.45,0.38,1.28,3.31,3.76,0.0,53.8,5.34,27.2,25.0,2.48,0.53,0.38,0.15,40.0,0.15,40.0,24.3,125.6,57.0,0.38,0.45,0.0,0.9,0.45,0.3,0.0,0.0,1.73,0.15,0.0,0.0,2.48,2.26,52.4,27.4,0.0,6.69,0.0,0.0,0.5055762081784386,0.4646840148698885,0.04609665427509294,0.09925650557620819,0.009851301115241637,73,0
Alexander Schwolow,GK,30.0,1992,17,17,1530,17.0,0,0.06,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,25.0,37.5,66.7,831.4,671.4,4.12,4.18,98.6,10.3,10.5,98.3,10.5,22.5,46.5,0.0,0.06,1.35,0.06,0.0,0.0,0.0,0.0,0.0,26.7,0.47,0.18,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.35,0.12,40.4,33.5,40.2,0.18,0.06,0.06,0.0,0.0,0.0,0.0,0.0,21.4,100.3,52.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.24,0.0,0.0,0.12,0.06,66.7,18.9,0.0,1.59,0.0,0.0,0.9950495049504952,0.004455445544554455,0.0014851485148514852,0.8292079207920793,0.0014851485148514852,83,0
Demba Seck,MF,22.0,2001,10,5,361,4.0,0,1.75,0.5,28.6,0.0,0.0,17.9,0.0,0.0,0.0,20.3,27.5,73.6,279.8,52.8,13.0,14.3,91.2,6.5,8.75,74.3,0.5,1.25,40.0,0.0,1.25,1.5,0.5,0.0,2.5,0.5,0.0,1.25,26.5,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,0.75,0.5,0.0,0.5,0.5,100.0,0.0,0.75,0.25,0.5,0.25,1.5,0.25,0.0,41.0,0.25,3.5,18.8,19.8,4.75,5.0,2.5,50.0,2.0,40.0,28.8,198.8,104.3,4.0,3.0,2.0,5.0,2.5,0.0,0.0,0.0,1.0,3.5,1.5,0.0,0.5,2.0,20.0,32.8,8.75,4.25,0.0,0.0,0.08536585365853659,0.4585365853658537,0.4829268292682927,0.006097560975609756,0.11585365853658537,27,0
Jacopo Segre,DF,25.0,1997,1,0,21,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,88.9,515.0,110.0,30.0,35.0,85.7,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,165.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,50.0,35.0,0.0,10.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,51,0
